iterations_s1_anneal,objective_s1_anneal,kl_s1_anneal,pp_s1_anneal,E_log_pxz_s1_anneal,ELBO_s1_anneal,kl_pct_obj_s1_anneal,objective_s1,kl_s1,pp_s1,E_log_pxz_s1,ELBO_s1,kl_pct_obj_s1,objective_s2,kl_s2,pp_s2,E_log_pxz_s2,ELBO_s2,kl_pct_obj_s2,objective_s3,kl_s3,pp_s3,E_log_pxz_s3,ELBO_s3,kl_pct_obj_s3,kl_s1_avg,kl_s1_anneal_avg,kl_s2_avg,kl_s3_avg,objective_s1_avg,objective_s1_anneal_avg,objective_s2_avg,objective_s3_avg,E_log_pxz_s1_avg,E_log_pxz_s1_anneal_avg,E_log_pxz_s2_avg,E_log_pxz_s3_avg,ELBO_s1_avg,ELBO_s1_anneal_avg,ELBO_s2_avg,ELBO_s3_avg,kl_pct_obj_s1_avg,kl_pct_obj_s1_anneal_avg,kl_pct_obj_s2_avg,kl_pct_obj_s3_avg
172000,-51.9207324219,6.65040466309,48.87145285626218,-45.27032775881,-51.9207324219,0.12808765117274964,-52.756806640600004,2.94075439453,52.03001284318994,-49.81605224607,-52.756806640600004,0.05574170579662959,-92.9439160156,16.4630871582,1055.8391021960026,-38.2404144287,-54.7035015869,0.1771292609990393,-119.297011719,32.1036987305,7601.537030812316,-29.06443766283333,-61.16813639333333,0.269107316838071,2.8348569437666686,6.319817138671999,15.800767496750002,29.894826334636658,-53.40745589191998,-52.712140950523306,-94.52658170569333,-121.87732910153316,-50.57259894815331,-46.39232381185131,-39.36290710447167,-30.660834255632246,-53.40745589191998,-52.712140950523306,-55.16367460122169,-60.55566059026888,0.05316681422842605,0.1201029986011401,0.1675446209105112,0.2459610132687355
173000,-52.158569335900005,6.433495483400001,47.43259292256296,-45.7250738525,-52.158569335900005,0.1233449376643833,-53.0333007812,2.9612533569300004,50.604100685487964,-50.072047424269996,-53.0333007812,0.05583762114199288,-93.0705761719,16.282902832,978.9348820466645,-38.39383666995,-54.676739501949996,0.17495220833194067,-117.446318359,31.6458862305,5943.608091206374,-28.600144042833335,-60.24603027333333,0.26944979351134296,2.8424071858726685,6.326852701822999,15.82590112305,29.99261279296999,-53.39828662108665,-52.691067545573304,-94.48537239579667,-121.6886451822665,-50.55587943521399,-46.36421484375032,-39.32973563637333,-30.565344129765574,-53.39828662108665,-52.691067545573304,-55.15563675942336,-60.55795692273555,0.05331805184889705,0.12028550892822977,0.16788757886313804,0.24716831666734376
174000,-52.4985302734,6.231030883790001,52.413551745741955,-46.26749938961,-52.4985302734,0.11868962523979733,-53.11124023439999,2.90478942871,54.89227162207281,-50.20645080569,-53.1112402344,0.05469255502018152,-93.9178027344,15.859060058599999,1191.2882375370946,-39.0293713379,-54.8884313965,0.16886106357757855,-118.01949218799999,31.2997167969,7335.011013819379,-28.90659179703333,-60.20630859393333,0.26520802806913363,2.8463836059573353,6.326715169270999,15.836063069663334,30.09118676757999,-53.36688411457665,-52.66349544270664,-94.40469563798334,-121.45952246093317,-50.52050050861932,-46.33678027343566,-39.28431628416,-30.456111897784464,-53.36688411457665,-52.66349544270664,-55.12037935382336,-60.54729866536444,0.053423390501197515,0.12034429841237561,0.1681344708860602,0.24844412025882018
175000,-53.5716357422,6.5055249023399995,47.71268922456529,-47.06611083986,-53.5716357422,0.12143599522788885,-54.782265625,2.98945007324,52.0676803442801,-51.79281555176,-54.782265625,0.05456966847088117,-96.7993945313,16.2860327148,1079.3165540867942,-40.25668090825,-56.54271362305,0.16824519196278576,-122.646748047,31.6746337891,6967.221035229365,-30.324038085966667,-61.99867187506666,0.2582590594001059,2.8544914754233353,6.332728759765666,15.85621459961,30.162169514976657,-53.489476562493316,-52.75953564452997,-94.61571256507,-121.64319498696652,-50.634985087069985,-46.42680688476432,-39.37974898273,-30.493675157330017,-53.489476562493316,-52.75953564452997,-55.23596358234002,-60.655844672306664,0.053451138359858374,0.12023285435813373,0.1679647876500306,0.24864514759921547
176000,-47.0363720703,6.4831542968800004,42.81543753653811,-40.553217773419995,-47.0363720703,0.13783278793675574,-47.8950195312,2.98684020996,45.8548417647526,-44.90817932124,-47.8950195312,0.06236222970979892,-82.91907226560001,16.2819348145,752.1449775762478,-33.31856872555,-49.60050354005,0.1963593461628099,-103.940078125,31.971003418000002,4031.618442364965,-23.989691569,-55.960694987000004,0.30759071952544775,2.8627956136070014,6.337962809244999,15.875297770183332,30.24578385416999,-53.31187646483665,-52.58000830077997,-94.23760709632,-121.01920084633319,-50.44908085122965,-46.24204549153499,-39.181154663068334,-30.25780566405446,-53.31187646483665,-52.58000830077997,-55.056452433251685,-60.50358951822444,0.05381526041407752,0.12080472673539647,0.16895487357238043,0.2508915960361107
177000,-54.149565429700004,6.4929589843699995,49.119267896346166,-47.656606445330006,-54.149565429700004,0.11990786874918732,-54.861694335900005,2.98430786133,51.70038625112035,-51.87738647457,-54.861694335900005,0.054396932093603786,-96.7004882813,16.2022265625,1047.7162655718812,-40.2491308594,-56.4513574219,0.16755061789727488,-122.974179687,32.0574853516,6931.850156073919,-30.305564778466664,-62.36305013006667,0.2606846854615685,2.8736639404300015,6.345293212890666,15.89311291504,30.356569254563325,-53.444320963533315,-52.71675130208332,-94.46611881507333,-121.26501920569986,-50.570657023103315,-46.37145808919265,-39.28650295001667,-30.302816650378904,-53.444320963533315,-52.71675130208332,-55.17961586505668,-60.65938590494222,0.05388725629813084,0.12062357485177791,0.1687270133279098,0.25129561393083194
178000,-54.1413427734,6.3518939209,51.51393761352529,-47.7894488525,-54.1413427734,0.11732058341228892,-54.585322265600006,2.93306732178,53.20631462323906,-51.652254943820004,-54.585322265600006,0.05373362655089491,-96.8382617188,16.0327770996,1153.405438940406,-40.4027423096,-56.4355194092,0.16556242145440564,-122.598076172,31.489682617199996,7524.812209344199,-30.36946451826667,-61.85914713546667,0.2568529915022588,2.879938629150668,6.346304524739666,15.900741048176666,30.416754557296656,-53.437847818999984,-52.72683219400998,-94.47820507809666,-121.15154557289985,-50.55790918984931,-46.38052766927032,-39.28873201496,-30.24493033853446,-53.437847818999984,-52.72683219400998,-55.18947306313668,-60.6616848958311,0.05400815028665935,0.12062039157310449,0.16878533997068831,0.25200457999969367
179000,-55.9258398437,6.38659545898,52.27668069037093,-49.53924438472,-55.9258398437,0.11419757802169947,-56.6850195312,2.9520309448199997,55.16118888214046,-53.732988586379996,-56.6850195312,0.0520777970834988,-100.70573242200001,16.2350317383,1242.1082728097435,-42.23535034185001,-58.47038208015,0.16121258788197165,-127.738056641,31.9152441406,8408.550307263571,-31.940937500133334,-63.85618164073333,0.24984914425538696,2.8865886027020013,6.350581949869666,15.919326253256665,30.502603597009987,-53.56694091795665,-52.84790869140331,-94.71600878904,-121.34909374999987,-50.680352315254645,-46.497326741533655,-39.39834126789166,-30.282163384330016,-53.56694091795665,-52.84790869140331,-55.31766752114835,-60.78476698134,0.054006769722616546,0.12043778361179815,0.16857425303708337,0.2523041556831433
180000,-51.97678710939999,6.50177001953,49.947361689888105,-45.47501708986999,-51.97678710939999,0.12508987917712514,-52.8832714844,2.98421875,53.47304466078823,-49.8990527344,-52.8832714844,0.056430297639213055,-93.1520117188,16.2865014648,1106.747393188203,-38.432755127,-54.719256591800004,0.1748378930770107,-118.521835938,31.4032299805,7466.051747077859,-29.039535319166664,-60.44276529966666,0.26495733661202614,2.8924024149580014,6.3495209554033325,15.926936360676667,30.54139615885999,-53.55743131509332,-52.83247639973664,-94.68329394529,-121.26162630209987,-50.66502890013531,-46.48295544433333,-39.37817879230666,-30.240076714413348,-53.55743131509332,-52.83247639973664,-55.305115152983355,-60.78147287327333,0.05412620951988267,0.1204543631900099,0.16871585945624593,0.25281566886407686
181000,-55.0674658203,6.54513427734,49.332428859336844,-48.52233154296,-55.0674658203,0.11885664574975248,-55.7737939453,3.0176211547900005,51.862043420639246,-52.75617279051,-55.7737939453,0.054104642007131956,-98.4708886719,16.5781506348,1065.7034200759495,-40.94636901855,-57.52451965335,0.16835585479519288,-125.286230469,32.1465136719,7114.011905984668,-31.046572265699997,-63.1930859376,0.25658457079889657,2.8960651652023355,6.353374552408332,15.96094567871,30.64036181641332,-53.57917985024998,-52.86372607421664,-94.70616243487333,-121.20936588543321,-50.68311468504764,-46.510351521808325,-39.37260837808166,-30.18966802300668,-53.57917985024998,-52.86372607421664,-55.33355405679168,-60.83002983942,0.05417131099293539,0.1204569378358328,0.1690242843181879,0.2537015284827646
182000,-54.0155859375,6.61405090332,50.39307886892693,-47.40153503418,-54.0155859375,0.12244708242122825,-54.7647167969,2.97948303223,53.20846362417996,-51.78523376467,-54.7647167969,0.05440515730738986,-97.24228515629999,16.509387207,1160.6896170954185,-40.36644897464999,-56.87583618164999,0.16977580463544273,-123.118203125,32.2091601563,7589.7775088720955,-30.303014322899998,-62.5121744792,0.2616116816097336,2.904798543295002,6.369612792968332,15.991905598956667,30.749573649096654,-53.566908203116654,-52.845308268226646,-94.68452962237333,-121.05271874999988,-50.662109659821645,-46.47569547525833,-39.34631201170832,-30.10104836696779,-53.566908203116654,-52.845308268226646,-55.338217610665005,-60.85062201606444,0.054341826687682955,0.12079584353990243,0.16937807121421242,0.25487658209828057
183000,-53.69833007810001,6.46895141602,45.19991057714938,-47.22937866208001,-53.69833007810001,0.12046839085333601,-54.5105029297,3.0297021484400006,47.881868310545606,-51.48080078126,-54.5105029297,0.0555801540181584,-96.6333007812,16.306962890599998,951.7378436160226,-40.1631689453,-56.4701318359,0.1687509663725832,-122.643046875,31.818054199200002,6028.549213968333,-30.274997558599996,-62.0930517578,0.2594362665470105,2.9140589803066685,6.379325276692332,16.01368424479,30.836270019539988,-53.69880891926332,-52.973403808589985,-94.93834667966333,-121.34181445313321,-50.78474993895665,-46.594078531897665,-39.46233121743665,-30.16851481119779,-53.69880891926332,-52.973403808589985,-55.47601546222668,-61.00478483073777,0.05437999171287943,0.1206811323436674,0.16914156802103353,0.25497919192990975
184000,-54.1271337891,6.46924438477,51.46067352505793,-47.65788940433,-54.1271337891,0.11951943381995153,-54.605590820299994,3.1252490234400003,53.28488842669972,-51.480341796859996,-54.605590820299994,0.05723313266080747,-96.5595703125,16.5374633789,1130.2379848925066,-40.0110534668,-56.5485168457,0.17126695288078725,-122.805673828,32.6181396484,7639.409844141774,-30.062511393199998,-62.6806510416,0.26560775761944466,2.9239049886076685,6.376005859374666,16.03777897135333,30.92086938477332,-53.654648437493314,-52.93704475911332,-94.85121516924666,-121.13594954426657,-50.73074344888565,-46.56103889973867,-39.40671809894665,-30.071693386497792,-53.654648437493314,-52.93704475911332,-55.44449707030002,-60.9925627712711,0.05460122113097543,0.12069971681703585,0.16953499437691497,0.2560590254819197
185000,-52.0387255859,6.48788452148,49.305314730210036,-45.550841064420005,-52.0387255859,0.12467416233647938,-52.4085546875,2.97428283691,50.69029304157918,-49.43427185059,-52.4085546875,0.05675185768134526,-92.382421875,16.357232665999998,1012.351985489653,-38.0125946045,-54.3698272705,0.17706001135294439,-116.419238281,32.2277685547,6127.500477637371,-28.0638232421,-60.2915917968,0.2768251109572813,2.931450449626335,6.385057596841999,16.051540812173332,31.001492431649986,-53.48357031249332,-52.76198681640332,-94.48648470051333,-120.5757499999999,-50.55211986286699,-46.37692921956133,-39.217471944169986,-29.858085856116684,-53.48357031249332,-52.76198681640332,-55.26901275634335,-60.85957828776667,0.054901085451651614,0.1212386710818612,0.1702931993152216,0.25782821257519173
186000,-52.847646484399995,6.55148193359,47.48007687193129,-46.29616455081,-52.847646484399995,0.12396922794894794,-53.2485009766,3.02463684082,48.890886727784775,-50.22386413578,-53.2485009766,0.05680229086916782,-94.716640625,16.6714050293,1010.9780725864024,-39.022617797849996,-55.69402282714999,0.1760134747103738,-119.214648438,32.7176855469,6052.068987006845,-28.8323209637,-61.5500065106,0.27444350149566976,2.9355503438320016,6.393579976399332,16.075505208333333,31.10102709961999,-53.445182454423325,-52.73636214192332,-94.45633300780332,-120.3881559244999,-50.50963211059132,-46.342782165524,-39.190413899734985,-29.762376274960015,-53.445182454423325,-52.73636214192332,-55.26591910806835,-60.86340337458,0.05501653392043174,0.12145687024418857,0.1705993187008075,0.25903788619074625
187000,-54.666450195299994,6.51405639648,51.561020561029316,-48.15239379881999,-54.666450195299994,0.11916004008323286,-55.2219970703,3.0963912963899998,53.668930786597144,-52.125605773909996,-55.2219970703,0.0560717007834425,-97.6658496094,16.641748046900002,1146.0275645584054,-40.51205078125,-57.15379882815,0.1703947501962681,-125.372792969,33.2655126953,8453.99180235427,-30.7024267579,-63.9679394532,0.26533278797996723,2.9471788838713353,6.406730936685665,16.105993693033334,31.22262939453999,-53.62326350910999,-52.91179280598666,-94.75964127603332,-120.83718782556656,-50.67608462523865,-46.505061869301,-39.32682379149999,-29.871519477008906,-53.62326350910999,-52.91179280598666,-55.432817484533345,-61.09414887154889,0.055049477920877346,0.12129993075763013,0.17036002249294116,0.259059864460338
188000,-49.249497070299995,6.52718383789,46.60064750824667,-42.722313232409995,-49.249497070299995,0.13253300492739917,-49.4718896484,3.09123016357,47.416096091591044,-46.38065948483,-49.4718896484,0.06248457832396494,-86.7874804688,16.6291723633,871.045543586246,-35.07915405275,-51.70832641605,0.19160796319324155,-108.029726563,32.687800293,4567.200609513315,-25.11397542333333,-57.80177571633333,0.30258153318510317,2.9536917928066684,6.416727661132331,16.13937471517,31.34270662435999,-53.34296923827666,-52.65456640624666,-94.25202539062664,-120.00428450526655,-50.38927744546998,-46.23783874511434,-39.056325337728325,-29.553859293635576,-53.34296923827666,-52.65456640624666,-55.195700052898346,-60.89656591799555,0.05546458988180779,0.12207385710734364,0.17164064830704076,0.26185724283854556
189000,-52.32280273439999,6.45671020508,48.01250710115267,-45.86609252931999,-52.32280273439999,0.12340145916600509,-52.8003515625,2.9639913940400002,49.73934491161508,-49.83636016846,-52.8003515625,0.05613582687099178,-94.37091796879999,16.4123376465,1077.802833977797,-38.97929016114999,-55.39162780764999,0.17391308678300757,-119.555322266,32.5695556641,6947.38615054411,-28.995255533966667,-61.564811198066664,0.27242246557318145,2.9606988423670018,6.432023803710664,16.16716333008,31.449721761079992,-53.45450569661,-52.76611572265333,-94.52774316406664,-120.2981175130999,-50.49380685424298,-46.334091918942676,-39.18028991699332,-29.616131917340017,-53.45450569661,-52.76611572265333,-55.34745324707334,-61.065853678420005,0.055479671661992566,0.12210511290735972,0.17140647341479523,0.2621007713142567
190000,-54.0435693359,6.45436218262,48.81445953566804,-47.58920715328,-54.0435693359,0.11942886567139642,-54.5791064453,3.0255834960900003,50.73187546937254,-51.55352294921,-54.5791064453,0.0554348301601875,-97.1582421875,16.4222888184,1085.506086312088,-40.36797668455,-56.79026550295,0.16902620352792702,-123.98623046899999,32.3994042969,7479.13704197803,-30.528942057366663,-62.928346354266665,0.26131453609278615,2.964878448486668,6.437102986653331,16.193728068036666,31.54864225261666,-53.427426432286666,-52.74856998697333,-94.48933040364997,-120.1927047526999,-50.46254798379998,-46.31146700032001,-39.147801167806655,-29.54802083336113,-53.427426432286666,-52.74856998697333,-55.341529235843346,-61.09666308597778,0.055582227869005095,0.12223658913891512,0.17174272904349175,0.26309540566264206
191000,-53.8259375,6.60380249023,47.06773133322609,-47.22213500977,-53.8259375,0.12268810905950313,-54.4780908203,3.0826342773400004,49.31623652865851,-51.39545654296,-54.4780908203,0.05658484412583945,-95.740078125,16.633048095699998,944.646326041405,-39.55351501465,-56.18656311035,0.17373129854754857,-121.023300781,32.9458691406,5767.452444767146,-29.35914388013333,-62.305013020733334,0.2722274878307758,2.9703855082196684,6.447351684569997,16.218046468100002,31.63397428386666,-53.57549869791,-52.89427197265,-94.76530826823331,-120.49199609383324,-50.605113189690314,-46.44692028808001,-39.27363090006666,-29.61934060332224,-53.57549869791,-52.89427197265,-55.491677368166684,-61.2533148871889,0.05552483737487604,0.12208236364061219,0.1714725782063258,0.26312982680102615
192000,-52.2393652344,6.64933349609,45.10179293248499,-45.590031738309996,-52.2393652344,0.12728587849898615,-53.0469677734,3.1625573730500003,47.837345379879885,-49.88441040035,-53.0469677734,0.059618061235082336,-93.36793945309999,16.705609130899997,904.8094322983478,-38.331165161099996,-55.03677429199999,0.17892232846470235,-117.281816406,33.2478320312,5173.7535537777585,-28.01132812493334,-61.25916015613333,0.2834866738088742,2.9801408996586685,6.452700805663665,16.24714652506667,31.74344824219666,-53.538338541659996,-52.83601220702667,-94.67845149739996,-120.26105436206656,-50.55819764200131,-46.38331140136301,-39.215652486166654,-29.50586870662335,-53.538338541659996,-52.83601220702667,-55.46279901123334,-61.24931694882001,0.05574585687564034,0.12231880443444239,0.17193771291881485,0.26453827028731874
193000,-49.2677929688,6.63624633789,46.94826851730539,-42.63154663091,-49.2677929688,0.13469745523394078,-50.1073583984,3.0993905639599997,50.130889494685604,-47.00796783444,-50.1073583984,0.06185499820838625,-87.99689453129999,16.7758789062,967.5405974903316,-35.61050781255,-52.386386718749996,0.1906417152054487,-110.25706054700001,33.2378466797,5507.3170248782735,-25.673071289100005,-58.91091796880001,0.30145776165991184,2.988631693522335,6.464264668781997,16.279795939126664,31.84498331706666,-53.47909423827333,-52.7773758138,-94.56785709635997,-120.0248251953999,-50.490462544750976,-46.313111145018006,-39.14403057861666,-29.393280626111125,-53.47909423827333,-52.7773758138,-55.42382651774334,-61.23826394317779,0.05598013312802223,0.1227002119250126,0.17252615382412279,0.26601042298005784
194000,-53.5951025391,6.4740191650400005,45.48192506257613,-47.12108337406,-53.5951025391,0.12079497674842431,-54.37379882810001,3.03607696533,48.075740497046155,-51.33772186277001,-54.37379882810001,0.055837131684111356,-96.1683789062,16.5971960449,943.5030875037796,-39.78559143065,-56.38278747555,0.17258475429941944,-121.168037109,32.603669433600004,5598.209387264066,-29.5214558918,-62.125125325400006,0.2690781348902309,2.995703847249335,6.468454223632331,16.301992024736666,31.905337646493326,-53.46053710936667,-52.772756022133336,-94.53150944010663,-119.9162379557999,-50.46483326211731,-46.30430179850101,-39.11475870768498,-29.3369667697689,-53.46053710936667,-52.772756022133336,-55.416750732421676,-61.24230441626223,0.05612774381249586,0.1227885662130137,0.17281886907886895,0.2667303129564232
195000,-49.6325537109,6.513784790040001,43.07283948173456,-43.11876892086,-49.6325537109,0.13124017007026345,-50.445258789099995,3.05326904297,45.810250163151636,-47.391989746129994,-50.445258789099995,0.06052638278128405,-87.4387890625,16.8049047852,756.8558307500406,-35.316942138650006,-52.12184692385001,0.19219050224023682,-109.423759766,33.253837890599996,4007.663134786126,-25.38997395846667,-58.643811849066665,0.3038996097530601,3.0003494567870015,6.481748555500998,16.347598388669997,32.03371443685666,-53.445326822910005,-52.75286230468335,-94.4490048828133,-119.70868261726656,-50.444977366122984,-46.27111374918234,-39.05070324707165,-29.224989393470015,-53.445326822910005,-52.75286230468335,-55.398301635741674,-61.258703830326674,0.056237096695798953,0.1231052173722691,0.17350244457290473,0.26838575680932836
196000,-53.921010742200004,6.362545776369999,51.20515446688841,-47.558464965830005,-53.921010742200004,0.11799752431922615,-54.55411132810001,3.0925622558599994,53.62695973530573,-51.461549072240004,-54.55411132810001,0.056687977873210574,-96.4698144531,16.4889624023,1143.2064810854026,-39.9904260254,-56.4793884277,0.17092354220621325,-120.885244141,32.3922021484,6793.628374968994,-29.4976806642,-61.88988281260001,0.2679582804218676,3.0077102762856684,6.480606404622332,16.364633056636663,32.09629695638667,-53.55170003254333,-52.851050292966676,-94.60921809895996,-119.83839322926656,-50.54398975625765,-46.37044388834434,-39.122292521161654,-29.247365424293346,-53.55170003254333,-52.851050292966676,-55.48692557779835,-61.34366238068001,0.05626300522033766,0.12285552639129341,0.17338953647199903,0.2686235938320649
197000,-51.2940087891,6.520880126950001,48.99932062218,-44.77312866215,-51.294008789100005,0.1271275199753093,-51.4240869141,3.10065246582,49.4853066492348,-48.323434448280004,-51.4240869141,0.06029572233337662,-90.4436914062,16.7745690918,955.4592015244048,-36.8345611572,-53.609130249,0.1854697528483461,-113.684072266,32.9657568359,5571.940488841101,-26.90610514336667,-59.87186197926667,0.289976917423983,3.010364084879335,6.492499308267998,16.39768583170333,32.19173315430333,-53.45405305988666,-52.771302083333346,-94.39356640624995,-119.49091048186656,-50.44368897500731,-46.27880277506534,-38.997940287273316,-29.099725775854456,-53.45405305988666,-52.771302083333346,-55.39562611897668,-61.29145893015778,0.056420152486981325,0.12326589239006859,0.17414329973041512,0.2702044532205169
198000,-51.5473291016,6.350425415040001,46.70947278372054,-45.19690368656,-51.5473291016,0.12319601278512969,-52.2114160156,3.09852111816,49.080841041259774,-49.11289489744,-52.2114160156,0.05934566335519817,-92.0349609375,16.5914233398,956.3834267027116,-37.72176879885,-54.313192138649995,0.18027305244435388,-115.442734375,32.1860693359,5479.148716856399,-27.7522216797,-59.9382910156,0.27880550049471226,3.0181433715816683,6.491837626138999,16.423429402666663,32.232062011723336,-53.33926416014666,-52.67209879557335,-94.18595898437327,-119.17408723966655,-50.321120788564976,-46.18026116943434,-38.881264790853315,-28.980675075981125,-53.33926416014666,-52.67209879557335,-55.304694193520014,-61.21273708770445,0.05668232997939782,0.12347790707547168,0.17478616099650512,0.27123417362645214
199000,-53.8704541016,6.602473144530001,47.15284883183156,-47.267980957069994,-53.8704541016,0.12256204731591268,-54.493774414099995,3.07496826172,49.302806304290705,-51.41880615237999,-54.493774414099995,0.05642788180450146,-95.7519726563,17.1299487305,943.1366723930479,-39.3110119629,-56.4409606934,0.17889917309576114,-119.232744141,33.8985253906,5058.415615333212,-28.444739583466667,-62.34326497406667,0.28430550378437086,3.0268249308263355,6.499899271646665,16.46381237792666,32.35566959635666,-53.500552408846666,-52.83307975260668,-94.44093587239662,-119.37993424489989,-50.473727478020315,-46.33318048096,-38.98856174723498,-29.008088216181125,-53.500552408846666,-52.83307975260668,-55.452374125161676,-61.36375781253778,0.056673879794790945,0.12323997342558822,0.17472677369981449,0.27180984745330156
200000,-55.60109375,6.50848876953,48.75605246604352,-49.09260498047,-55.601093750000004,0.11705684781659535,-55.976547851599996,3.11311950684,50.0526623132202,-52.863428344759996,-55.976547851599996,0.05561471055866509,-99.583828125,16.9440441895,1055.1835209311275,-41.319891967749996,-58.26393615725,0.1701485523154566,-126.97328125,33.0066674805,7159.15251555308,-31.322204589833333,-64.32887207033333,0.25994970875417933,3.0305230916336687,6.498097452798999,16.48819331868333,32.40655924479667,-53.59729003905666,-52.95318929036669,-94.64178971354328,-119.68429231783323,-50.56676694742298,-46.45509183756767,-39.07679819742999,-29.092577691012234,-53.59729003905666,-52.95318929036669,-55.564991516113345,-61.49913693580889,0.056642190809205246,0.12293493243525781,0.17462208968289242,0.2715703062468689
201000,-51.4289599609,6.46527099609,47.103935386294616,-44.963688964810004,-51.4289599609,0.12571265296839298,-51.9256152344,3.15052581787,48.88933104249099,-48.77508941653,-51.9256152344,0.06067382742887215,-91.5806445313,17.097028808599998,953.3416826456412,-37.24180786135,-54.33883666995,0.18668823413616242,-114.099550781,33.2566796875,5150.158809900304,-26.947623697833336,-60.20430338533333,0.2914707328807287,3.0343053792313355,6.493771972655665,16.51794388834666,32.44050439453666,-53.36719905598332,-52.722673014323355,-94.1870615234533,-118.96948372406655,-50.33289367675197,-46.22890104166767,-38.83455881755332,-28.842993109843345,-53.36719905598332,-52.722673014323355,-55.35250270590002,-61.28349750438,0.056943793519260336,0.12335748047904302,0.1757116188532078,0.273357853291237
202000,-51.2572070312,6.46191162109,48.504249966677285,-44.79529541011,-51.2572070312,0.1260683520496282,-51.4438183594,3.1322998046900006,49.194571946944464,-48.31151855471,-51.4438183594,0.060887778251741215,-91.02321289059999,16.8016796875,985.4387056695532,-37.11076660155,-53.912446289049996,0.18458675709122452,-113.840126953,33.6219799805,5546.855761306505,-26.739382324166666,-60.36136230466667,0.29534383771709216,3.040690226236669,6.487488871255665,16.529230305989994,32.49111376953666,-53.323432779943325,-52.70055550130002,-94.1230380859533,-118.78758756519989,-50.28274255370663,-46.21306663004433,-38.79690388998166,-28.76549126522112,-53.323432779943325,-52.70055550130002,-55.32613419597168,-61.25660503475778,0.05711532926776405,0.1232901705082723,0.17596020205628063,0.27423240398720444
203000,-52.139003906199996,6.550933227540001,47.22906707753464,-45.588070678659996,-52.139003906199996,0.1256436206438729,-52.531059570299995,3.1274658203099994,48.61815451006538,-49.403593749989994,-52.531059570299995,0.05953555564826653,-92.9004101563,17.257902832,961.7859093698887,-37.82125366215,-55.07915649415,0.18576777866711777,-116.571943359,34.1387475586,5535.83482640851,-27.477731933466668,-61.616479492066674,0.29285560980539577,3.0462306416826688,6.491403462726998,16.561730305989997,32.574209147139996,-53.30669140624665,-52.69990332031002,-94.1173658854333,-118.75844173186655,-50.260460764563966,-46.208499857583,-38.77781778972166,-28.72807752824223,-53.30669140624665,-52.69990332031002,-55.33954809571169,-61.30228667538223,0.05723859375130651,0.12336679327425529,0.17632072106745322,0.2750125978636728
204000,-48.0476708984,6.48679931641,41.4557109375194,-41.56087158199,-48.0476708984,0.135007570504859,-48.6981835938,3.1254284668,43.59981868579098,-45.572755127,-48.6981835938,0.06417956967080622,-84.6482226562,17.232541503900002,707.5991247029273,-33.707840576150005,-50.94038208005001,0.2035783028060757,-104.4321875,33.8389697266,3279.7366576485297,-23.531072591133334,-57.370042317733336,0.32402816159146336,3.0535852762856686,6.499929077147665,16.60751302083333,32.658850911463325,-53.15958951822665,-52.55154134114335,-93.80837988282663,-118.30553157559989,-50.10600424194096,-46.051612263995665,-38.60043343099665,-28.54889355471223,-53.15958951822665,-52.55154134114335,-55.207946451830026,-61.20774446617556,0.057554827572994,0.12391072478309066,0.1774779623750698,0.2769732689810838
205000,-51.4893359375,6.59294921875,45.20473200956751,-44.89638671875,-51.4893359375,0.12804494559325466,-51.8976757813,3.12984191895,46.59190337764603,-48.76783386235,-51.8976757813,0.06030794003452768,-90.52193359379999,17.295847167999998,812.7025544220035,-36.613043212899996,-53.90889038089999,0.19106802607213222,-112.635039062,33.9678027344,4176.214747159848,-26.222412109199997,-60.1902148436,0.3015740307570046,3.0582650044760027,6.502843221027998,16.641173502606666,32.735289876306666,-53.06343652343665,-52.48213134765335,-93.59913118490996,-117.97180794276656,-50.00517151896063,-45.97928812662533,-38.47897884115165,-28.41217268882001,-53.06343652343665,-52.48213134765335,-55.120152343758356,-61.14746256512667,0.057746103291782216,0.12413102312860286,0.178238723512048,0.27841710135964715
206000,-51.270849609399995,6.52707885742,45.30315563668229,-44.743770751979994,-51.270849609399995,0.12730584546863694,-51.923325195299995,3.11541320801,47.555903152745934,-48.80791198729,-51.923325195299995,0.060000263779177256,-90.7433789063,17.0168237305,853.4002197109413,-36.8632775879,-53.8801013184,0.1875268910591402,-112.805820313,33.304304199200004,4403.561213460638,-26.500505371266666,-59.804809570466674,0.2952356900272631,3.062550771077669,6.504307373045998,16.665669799806665,32.77973323568,-53.197713378906656,-52.62328059895669,-93.85994140626664,-118.26733268236654,-50.13516260782897,-46.11897322591066,-38.59713580322999,-28.495866482228898,-53.197713378906656,-52.62328059895669,-55.26280560303668,-61.2755997179089,0.057667371094094824,0.12378012504633223,0.1779443083419257,0.278005267043041
